,originalTitle,brTitle
12182,Lo chiamavano Jeeg Robot (2016),Meu Nome é Jeeg Robot (2016)
12183,Elvis & Nixon (2016),Elvis & Nixon (2016)
12184,Eye in the Sky (2016),Decisão de Risco (2016)
12185,"Hello, My Name Is Doris (2016)","Doris, Redescobrindo o Amor (2016)"
12186,Mr. Right (2016),O Cara Certo (2016)
12187,Backtrack (2016),Visões do Passado (2016)
12188,Pee-wee's Big Holiday (2016),Pee-wee's Big Holiday (2016)
12189,Miracles from Heaven (2016),Milagres do Paraíso (2016)
12190,Under the Shadow (2016),Sob a Sombra (2016)
12191,Florence Foster Jenkins (2016),Florence: Quem é Essa Mulher? (2016)
12192,My Big Fat Greek Wedding 2 (2016),Casamento Grego 2 (2016)
12193,Jimmy Carr: Funny Business (2016),Jimmy Carr: Funny Business (2016)
12194,Get a Job (2016),Arrume um Emprego (2016)
12195,Keanu (2016),Keanu: Cadê Meu Gato?! (2016)
12196,The Lure (2015),A Atração (2015)
12197,Yoga Hosers (2015),Yoga Hosers (2015)
12198,War on Everyone (2016),War on Everyone (2016)
12199,Love & Friendship (2016),Amor & Amizade (2016)
12200,The Night Manager (2016),O Gerente da Noite (2016)
12201,Justice League vs. Teen Titans (2016),A Liga da Justiça e os Jovens Titãs (2016)
12202,Ice Age: The Great Egg-Scapade (2016),A Era do Gelo: A Grande Caçada aos Ovos de Páscoa (2016)
12203,Zero Days (2016),Zero Days (2016)
12204,Everybody Wants Some (2016),"Jovens, Loucos e Mais Rebeldes (2016)"
12205,Sing Street (2016),Sing Street: Música e Sonho (2016)
12206,Paterson,Paterson 
12207,The Huntsman Winter's War (2016),O Caçador e a Rainha do Gelo (2016)
12208,Neighbors 2: Sorority Rising (2016),Vizinhos 2 (2016)
12209,The Trust (2016),A Sacada (2016)
12210,Hush (2016),Hush: A Morte Ouve (2016)
12211,Things to Come (2016),O Que Está Por Vir (2016)
12212,The Waiting (2016),O Bom Vizinho (2016)
12213,Land of Mine (2015),Terra de Minas (2015)
12214,The Man Who Knew Infinity (2016),O Homem que viu o Infinito (2016)
12215,Money Monster (2016),Jogo do Dinheiro (2016)
12216,Nine Lives (2016),Virei um Gato (2016)
12217,Don't Think Twice (2016),O Holofote Não é Para Todos (2016)
12218,Barbershop: The Next Cut (2016),Um Salão do Barulho 3 (2016)
12219,The Choice (2016),A Escolha (2016)
12220,Our Kind of Traitor (2016),Nosso Fiel Traidor (2016)
12221,Finding Dory (2016),Procurando Dory (2016)
12222,The Boss (2016),A Chefa (2016)
12223,Perfect Strangers (2016),Perfeitos Desconhecidos (2016)
12224,Bastille Day (2016),Atentado em Paris (2016)
12225,Free State of Jones (2016),Um Estado de Liberdade (2016)
12226,The Angry Birds Movie (2016),Angry Birds: O Filme (2016)
12227,Tickled (2016),Tickled (2016)
12228,It's Such a Beautiful Day (2011),It's Such a Beautiful Day (2011)
12229,11.22.63 (2016),11.22.63 (2016)
12230,Mother's Day (2016),O Maior Amor do Mundo (2016)
12231,Manhattan Night (2016),Manhattan Nocturne (2016)
12232,Snowden (2016),Snowden: Herói ou Traidor (2016)
12233,Special Correspondents (2016),Special Correspondents (2016)
12234,Team Foxcatcher (2016),Team Foxcatcher (2016)
12235,Patton Oswalt: Talking for Clapping (2016),Patton Oswalt: Talking for Clapping (2016)
12236,Ratchet & Clank (2016),Heróis da Galáxia - Ratchet e Clank (2016)
12237,Holidays (2016),Feriados (2016)
12238,Synchronicity (2015),Synchronicity (2015)
12239,The Nice Guys (2016),Dois Caras Legais (2016)
12240,A Hologram for the King (2015),Negócio das Arábias (2015)
12241,The Family Fang (2016),Desafiando a Arte (2016)
12242,The Crew (2016),Voo de Emergência (2016)
12243,The Shallows (2016),Águas Rasas (2016)
12244,The Handmaiden (2016),The Handmaiden (2016)
12245,Alice Through the Looking Glass (2016),Alice Através do Espelho (2016)
12246,The BFG (2016),O Bom Gigante Amigo (2016)
12247,My Scientology Movie (2016),Meu Filme de Cientologia (2016)
12248,Sausage Party (2016),Festa da Salsicha (2016)
12249,Kill Command (2016),Comando Kill (2016)
12250,The Eyes of My Mother (2016),Os Olhos da Minha Mãe (2016)
12251,Captain Fantastic (2016),Capitão Fantástico (2016)
12252,Toni Erdmann (2016),As Faces de Toni Erdmann (2016)
12253,The Wailing (2016),O Lamento (2016)
12254,The Meddler (2016),A Intrometida (2016)
12255,Now You See Me 2 (2016),Truque de Mestre: O 2º Ato (2016)
12256,Ali Wong: Baby Cobra (2016),Ali Wong: Baby Cobra (2016)
12257,Julieta (2016),Julieta (2016)
12258,Café Society (2016),Café Society (2016)
12259,"I, Daniel Blake (2016)","Eu, Daniel Blake (2016)"
12260,Swiss Army Man (2016),Um Cadáver Para Sobreviver (2016)
12261,The Do-Over (2016),Zerando a Vida (2016)
12262,Before I Wake (2016),O Sono da Morte (2016)
12263,Graduation (2016),Graduation (2016)
12264,The Ones Below (2015),Na Companhia de Estranhos (2015)
12265,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),As Tartarugas Ninja: Fora das Sombras (2016)
12266,The Darkness (2016),A Escuridão (2016)
12267,The Fundamentals of Caring (2016),Amizades Improváveis (2016)
12268,Popstar: Never Stop Never Stopping (2016),"Popstar: Sem Parar, Sem Limites (2016)"
12269,The Bremen Town Musicians (1969),The Bremen Town Musicians (1969)
12270,Planet Earth (2006),Planeta Terra (2006)
12271,Life (2009),Vida (2009)
12272,All the Way (2016),Até o Fim (2016)
12273,Bo Burnham: Make Happy (2016),Bo Burnham: Make Happy (2016)
12274,The Conjuring 2 (2016),Invocação do Mal 2 (2016)
12275,Weiner (2016),Weiner (2016)
12276,Approaching the Unknown (2016),A Caminho do Desconhecido (2016)
12277,Pelé: Birth of a Legend (2016),Pelé: O Nascimento de uma Lenda (2016)
12278,The Witness (2016),The Witness (2016)
12279,Ghostbusters (2016),Caça-Fantasmas (2016)
12280,Cell (2016),Celular (2016)
12281,Central Intelligence (2016),Um Espião e Meio (2016)
12282,O.J.: Made in America (2016),O.J.: Made in America (2016)
12283,Genius (2016),O Mestre dos Gênios (2016)
12284,Jason Bourne (2016),Jason Bourne (2016)
12285,De Palma (2016),De Palma (2016)
12286,Minimalism: A Documentary About the Important Things (2016),Minimalism: A Documentary About the Important Things (2016)
12287,The Legend of Tarzan (2016),A Lenda de Tarzan (2016)
12288,The Purge: Election Year (2016),Uma Noite de Crime: Ano de Eleição (2016)
12289,Mike & Dave Need Wedding Dates (2016),Os Caça-Noivas (2016)
12290,Ice Age: Collision Course (2016),A Era do Gelo 5: O Big Bang (2016)
12291,Lights Out (2016),Quando as Luzes se Apagam (2016)
12292,Pete's Dragon (2016),"Meu Amigo, o Dragão (2016)"
12293,Indignation (2016),Indignação (2016)
12294,Tallulah (2016),Tallulah (2016)
12295,Marauders (2016),Assalto ao Poder (2016)
12296,Absolutely Fabulous: The Movie (2016),Absolutely Fabulous: O Filme (2016)
12297,Piper (2016),Piper: Descobrindo o Mundo (2016)
12298,The Red Turtle (2016),A Tartaruga Vermelha (2016)
12299,"Life, Animated (2016)","Life, Animated (2016)"
12300,Nerve (2016),Nerve: Um Jogo Sem Regras (2016)
12301,Sully (2016),Sully: O Herói do Rio Hudson (2016)
12302,The Student (2016),O Estudante (2016)
12303,It's Only the End of the World (2016),É Apenas o Fim do Mundo (2016)
12304,Jim Jefferies: Freedumb (2016),Jim Jefferies: Freedumb (2016)
12305,The Infiltrator (2016),Conexão Escobar (2016)
12306,War Dogs (2016),Cães de Guerra (2016)
12307,The Love Witch (2016),A Bruxa do Amor (2016)
12308,Batman: The Killing Joke (2016),Batman: A Piada Mortal (2016)
12309,Bad Moms (2016),Perfeita é a Mãe! (2016)
12310,Hell or High Water (2016),A Qualquer Custo (2016)
12311,Little Men (2016),Melhores Amigos (2016)
12312,Kingsglaive: Final Fantasy XV (2016),Kingsglaive: Final Fantasy XV (2016)
12313,Don't Breathe (2016),O Homem nas Trevas (2016)
12314,47 Meters Down (2016),Medo Profundo (2016)
12315,King Cobra (2016),King Cobra (2016)
12316,The Edge of Seventeen (2016),Quase 18 (2016)
12317,Anthropoid (2016),Operação Anthropoid (2016)
12318,Blood Father (2016),Herança de Sangue (2016)
12319,Elle (2016),Elle (2016)
12320,Train to Busan (2016),Invasão Zumbi (2016)
12321,Friend Request (2016),Pedido de Amizade (2016)
12322,Mechanic: Resurrection (2016),Assassino a Preço Fixo 2: A Ressurreição (2016)
12323,Tom Segura: Mostly Stories (2016),Tom Segura: Mostly Stories (2016)
12324,The Magnificent Seven (2016),Sete Homens e um Destino (2016)
12325,Skiptrace (2016),Fora do Rumo (2016)
12326,Moonlight,Moonlight: Sob a Luz do Luar 
12327,A Conspiracy of Faith (2016),Departamento Q: Uma Conspiração de Fé (2016)
12328,Masterminds (2016),Gênios do Crime (2016)
12329,Kubo and the Two Strings (2016),Kubo e as Cordas Mágicas (2016)
12330,Bridget Jones's Baby (2016),O Bebê de Bridget Jones (2016)
12331,The Light Between Oceans (2016),A Luz Entre Oceanos (2016)
12332,Morgan (2016),Morgan: A Evolução (2016)
12333,Queen of Katwe (2016),Rainha de Katwe (2016)
12334,Deepwater Horizon (2016),Horizonte Profundo: Desastre no Golfo (2016)
12335,Miss Peregrine's Home for Peculiar Children (2016),O Lar das Crianças Peculiares (2016)
12336,The Girl on the Train (2016),A Garota no Trem (2016)
12337,The Accountant (2016),O Contador (2016)
12338,The Whole Truth (2016),Versões de um Crime (2016)
12339,American Honey (2016),Docinho da América (2016)
12340,Imperium (2016),Imperium: Resistência Sem Líder (2016)
12341,David Brent: Life on the Road (2016),David Brent: a Vida na Estrada (2016)
12342,I Am Not a Serial Killer (2016),Eu não Sou um Serial Killer (2016)
12343,Steins;Gate the Movie: The Burden of Déjà vu (2013),Steins;Gate: O Filme (2013)
12344,Shin Godzilla (2016),Shin Gojira (2016)
12345,Rabbit Seasoning (1952),Caça ao Pato (1952)
12346,Winnie Pooh (1969),Ursinho Pooh (1969)
12347,Winnie the Pooh Goes Visiting (1971),Winnie the Pooh Goes Visiting (1971)
12348,Your Name. (2016),Your Name. (2016)
12349,Winnie the Pooh and the Day of Concern (1972),Winnie the Pooh and the Day of Concern (1972)
12350,Certain Women (2016),Certas Mulheres (2016)
12351,Aquarius (2016),Aquarius (2016)
12352,Hacksaw Ridge (2016),Até o Último Homem (2016)
12353,Other People (2016),Other People (2016)
12354,For the Love of Spock (2016),For the Love of Spock (2016)
12355,Over the Garden Wall (2013),O Segredo Além do Jardim (2013)
12356,"Wings, Legs and Tails (1986)","Wings, Legs and Tails (1986)"
12357,Billy Lynn's Long Halftime Walk (2016),A Longa Caminhada de Billy Lynn (2016)
12358,Blair Witch (2016),Bruxa de Blair (2016)
12359,The Beatles: Eight Days a Week - The Touring Years (2016),The Beatles: Eight Days a Week - The Touring Years (2016)
12360,Loving (2016),Loving: Uma História de Amor (2016)
12361,Christine (2016),Christine (2016)
12362,31 (2016),31 (2016)
12363,ARQ (2016),ARQ (2016)
12364,Tower (2016),Tower (2016)
12365,I.T. (2016),Invasão de Privacidade (2016)
12366,Behind the Planet of the Apes (1998),Behind the Planet of the Apes (1998)
12367,Twitches (2005),Twitches: As Bruxinhas Gêmeas (2005)
12368,A Monster Calls (2016),Sete Minutos Depois da Meia-Noite (2016)
12369,Arrival (2016),A Chegada (2016)
12370,Storks (2016),Cegonhas (2016)
12371,After the Storm (2016),Depois da Tempestade (2016)
12372,Horace and Pete (2016),Horace and Pete (2016)
12373,The Girl with All the Gifts (2016),Melanie - A Última Esperança (2016)
12374,The Distinguished Citizen (2016),O Cidadão Ilustre (2016)
12375,My Life as a Courgette (2016),Minha Vida de Abobrinha (2016)
12376,Amanda Knox (2016),Amanda Knox (2016)
12377,The Cheetah Girls (2003),As Feras da Música (2003)
12378,Colossal (2016),Colossal (2016)
12379,Blue Jay (2016),Blue Jay (2016)
12380,La La Land (2016),La La Land: Cantando Estações (2016)
12381,13th (2016),A 13ª Emenda (2016)
12382,The Siege of Jadotville (2016),O Cerco de Jadotville (2016)
12383,The Salesman (2016),O Apartamento (2016)
12384,Allied (2016),Aliados (2016)
12385,The Monster (2016),Um Monstro no Caminho (2016)
12386,Baseball (1994),Baseball (1994)
12387,Brimstone (2016),Amaldiçoada (2016)
12388,Inferno (2016),Inferno (2016)
12389,Keeping Up with the Joneses (2016),Vizinhos Nada Secretos (2016)
12390,Ouija: Origin of Evil (2016),Ouija: Origem do Mal (2016)
12391,Mascots (2016),Mascots (2016)
12392,Trolls (2016),Trolls (2016)
12393,Max Steel (2016),Max Steel (2016)
12394,Supersonic (2016),Supersonic (2016)
12395,Denial (2016),Negação (2016)
12396,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),The Rocky Horror Picture Show (2016)
12397,Jack Reacher: Never Go Back (2016),Jack Reacher: Sem Retorno (2016)
12398,In a Valley of Violence (2016),Terra violenta (2016)
12399,The Red Pill (2016),The Red Pill (2016)
12400,Joe Rogan: Triggered (2016),Joe Rogan: Triggered (2016)
12401,Into the Inferno (2016),Visita ao Inferno (2016)
12402,Mr. Church (2016),Mr. Church (2016)
12403,Before the Flood (2016),Seremos História? (2016)
12404,Manchester by the Sea (2016),Manchester à Beira-Mar (2016)
12405,Lion (2016),Lion: Uma Jornada para Casa (2016)
12406,I Am the Pretty Thing That Lives in the House (2016),O Último Capítulo (2016)
12407,The Autopsy of Jane Doe (2016),A Autópsia (2016)
12408,While You Were Fighting: A Thor Mockumentary (2016),While You Were Fighting: A Thor Mockumentary (2016)
12409,Closet Monster (2016),Oscar e Wilder: Um Amor Improvável (2016)
12410,Bad Santa 2 (2016),Papai Noel às Avessas 2 (2016)
12411,Marvel One-Shot: All Hail the King (2014),Curta Marvel: Todos Saúdem o Rei (2014)
12412,Collateral Beauty (2016),Beleza Oculta (2016)
12413,The True Memoirs of an International Assassin (2016),A História Real de um Assassino Falso (2016)
12414,Alesha Popovich and Tugarin the Dragon (2004),Alosha (2004)
12415,HyperNormalisation (2016),HyperNormalisation (2016)
12416,Whiplash (2013),Whiplash (2013)
12417,A United Kingdom (2016),Um Reino Unido (2016)
12418,Junior and Karlson (1968),Junior and Karlson (1968)
12419,A Silent Voice (2016),A Voz do Silêncio (2016)
12420,Moana (2016),Moana: Um Mar de Aventuras (2016)
12421,Jackie (2016),Jackie (2016)
12422,Office Christmas Party (2016),A Última Ressaca do Ano (2016)
12423,The Space Between Us (2016),O Espaço Entre Nós (2016)
12424,Rogue One: A Star Wars Story (2016),Rogue One: Uma História Star Wars (2016)
12425,Pet (2016),Enjaulada (2016)
12426,Live by Night (2017),A Lei da Noite (2017)
12427,Split (2017),Fragmentado (2017)
12428,Underworld: Blood Wars (2016),Anjos da Noite: Guerras de Sangue (2016)
12429,Miss Sloane (2016),Armas na Mesa (2016)
12430,Passengers (2016),Passageiros (2016)
12431,Hidden Figures (2016),Estrelas Além do Tempo (2016)
12432,Hell House LLC (2015),Hell House LLC (2015)
12433,Fences (2016),Um Limite Entre Nós (2016)
12434,Bleed for This (2016),Sangue Pela Glória (2016)
12435,20th Century Women (2016),Mulheres do Século 20 (2016)
12436,The Great Wall (2016),A Grande Muralha (2016)
12437,This Beautiful Fantastic (2016),Uma Beleza Fantástica (2016)
12438,The Founder (2016),Fome de Poder (2016)
12439,Why Him? (2016),Tinha Que Ser Ele? (2016)
12440,Sing (2016),Sing: Quem Canta Seus Males Espanta (2016)
12441,I Am Not Your Negro (2017),Eu Não Sou Seu Negro (2017)
12442,Kedi (2016),Gatos (2016)
12443,Assassin's Creed (2016),Assassin's Creed (2016)
12444,A Dog's Purpose (2017),Quatro Vidas de um Cachorro (2017)
12445,Dangal (2016),Dangal (2016)
12446,Patriots Day (2016),O Dia do Atentado (2016)
12447,Gold (2016),Ouro (2016)
12448,The Little Hours (2017),A Comédia dos Pecados (2017)
12449,The OA,The OA 
12450,Leap! (2016),A Bailarina (2016)
12451,Fist Fight (2017),Te Pego na Saída (2017)
12452,Sleepless (2017),Crimes na Madrugada (2017)
12453,A Cure for Wellness (2017),A Cura (2017)
12454,A Street Cat Named Bob (2016),Um Gato de Rua Chamado Bob (2016)
12455,xXx: Return of Xander Cage (2017),xXx: Reativado (2017)
12456,The Bye Bye Man (2017),Nunca Diga Seu Nome (2017)
12457,The Lego Batman Movie (2017),Lego Batman: O Filme (2017)
12458,"What's Opera, Doc? (1957)","Que Ópera, Velhinho? (1957)"
12459,Frantz (2016),Frantz (2016)
12460,The Invisible Guest (2016),Um Contratempo (2016)
12461,Marvel One-Shot: Agent Carter (2013),Curta Marvel: Agente Carter (2013)
12462,Rings (2017),O Chamado 3 (2017)
12463,Raw (2017),Grave (2017)
12464,John Wick: Chapter Two (2017),John Wick: Um Novo Dia para Matar (2017)
12465,Get Out (2017),Corra! (2017)
12466,Logan (2017),Logan (2017)
12467,Kong: Skull Island (2017),Kong: A Ilha da Caveira (2017)
12468,T2: Trainspotting (2017),T2: Trainspotting (2017)
12469,Before I Fall (2017),Antes que Eu Vá (2017)
12470,The Belko Experiment (2017),Dia De Trabalho Mortal (2017)
12471,The Big Sick (2017),Doentes de Amor (2017)
12472,Ingrid Goes West (2017),Ingrid Vai Para o Oeste (2017)
12473,I Don't Feel at Home in This World Anymore (2017),Já Não Me Sinto em Casa Nesse Mundo (2017)
12474,King Arthur: Legend of the Sword (2017),Rei Arthur: A Lenda da Espada (2017)
12475,Beauty and the Beast (2017),A Bela e a Fera (2017)
12476,The Boss Baby (2017),O Poderoso Chefinho (2017)
12477,Justice League Dark (2017),Liga da Justiça Sombria (2017)
12478,Call Me by Your Name (2017),Me Chame pelo Seu Nome (2017)
12479,Resident Evil: The Final Chapter (2017),Resident Evil 6: O Capítulo Final (2017)
12480,iBoy (2017),iBoy (2017)
12481,Mudbound (2017),Mudbound: Lágrimas Sobre o Mississippi (2017)
12482,A Ghost Story (2017),Sombras da Vida (2017)
12483,Ghost in the Shell (2017),A Vigilante do Amanhã: Ghost in the Shell (2017)
12484,Bill Burr: Walk Your Way Out (2017),Bill Burr: Walk Your Way Out (2017)
12485,XX (2017),XX (2017)
12486,Fifty Shades Darker (2017),Cinquenta Tons Mais Escuros (2017)
12487,Wilson (2017),Wilson (2017)
12488,Attraction (2017),Attraction (2017)
12489,The Other Side Of Hope (2017),O Outro Lado da Esperança (2017)
12490,Berlin Syndrome (2017),A Síndrome de Berlin (2017)
12491,Song to Song (2017),De Canção em Canção (2017)
12492,To the Bone (2017),O Mínimo para Viver (2017)
12493,God's Own Country (2017),O Reino de Deus (2017)
12494,A Fantastic Woman (2017),Uma Mulher Fantástica (2017)
12495,Everything Will Be OK (2006),Everything Will Be OK (2006)
12496,Gantz: O (2016),Gantz: O (2016)
12497,The Glass Castle,O Castelo de Vidro 
12498,The Void (2016),A Seita Maligna (2016)
12499,Their Finest (2017),Sua Melhor História (2017)
12500,Lady Macbeth (2017),Lady Macbeth (2017)
12501,Personal Shopper (2016),Personal Shopper (2016)
12502,The Shack (2017),A Cabana (2017)
12503,Life (2017),Vida (2017)
12504,The Lost City of Z (2017),Z: A Cidade Perdida (2017)
12505,The Night Of (2016),The Night Of (2016)
12506,Tomorrow Everything Starts (2016),Uma Família de Dois (2016)
